excntry,eom,stocks,me_lag1,dolvol_lag1,mkt_vw_lcl,mkt_ew_lcl,mkt_vw,mkt_ew,mkt_vw_exc,mkt_ew_exc
LUX,2008-08-31,13,8070.6534503,15152059.843,-0.004136832,-0.013312569,-0.054548325,-0.062847944,-0.055830325,-0.064129944
LUX,2008-09-30,13,7625.0952571,7940540.772,-0.110814349,-0.096889811,-0.146688743,-0.124879393,-0.148218743,-0.126409393
LUX,2008-10-31,15,9136.3105236,8489973.1225,-0.130395515,-0.168296129,-0.182963618,-0.229881438,-0.183755618,-0.230673438
LUX,2008-11-30,15,5573.7078617,1394286891.5,0.0055611128,-0.032344133,0.0062217486,-0.031584698,0.0059937486,-0.031812698
LUX,2008-12-31,14,6393.8446092,95193487.686,0.0696052447,0.0717204107,0.1627622242,0.1525621183,0.1627332242,0.1525331183
LUX,2009-01-31,14,7434.5209787,58559143.34,0.0236933406,0.0360228691,-0.044875321,-0.02783121,-0.044898321,-0.02785421
LUX,2009-02-28,15,7802.2882459,35355272.254,-0.021596552,-0.023477902,-0.03551056,-0.035847489,-0.03565756,-0.035994489
LUX,2009-03-31,15,7526.090731,17549465.553,0.0138735583,0.0372094287,0.0443436158,0.0668462619,0.0441846158,0.0666872619
LUX,2009-04-30,15,7847.2680305,14946244.649,0.0293973922,0.0354650291,0.0345545013,0.037919097,0.0344295013,0.037794097
LUX,2009-05-31,14,8102.0109064,23098993.43,0.070758284,0.0681086944,0.1245382765,0.1203349072,0.1245212765,0.1203179072
LUX,2009-06-30,12,7578.5448583,38909114.473,0.035125508,0.0570700447,0.0293611969,0.0557303174,0.0292861969,0.0556553174
LUX,2009-07-31,12,7687.9566563,24330333.541,0.0030377882,-0.030124896,0.0108842091,-0.022555438,0.0107652091,-0.022674438
LUX,2009-08-31,12,7757.5939837,14473724.619,0.0529033854,0.0684075993,0.0641868431,0.080741756,0.0640708431,0.080625756
LUX,2009-09-30,11,8218.9418122,14945574.055,0.0154220302,-0.000914184,0.0311619817,0.014935164,0.0310829817,0.014856164
LUX,2009-10-31,11,8475.0603266,19965100.158,0.0612700968,0.028253202,0.0686143549,0.0349576981,0.0685743549,0.0349176981
LUX,2009-11-30,12,9063.6552009,13501637.879,0.0096903362,0.0126260802,0.0240034007,0.0258190787,0.0239994007,0.0258150787
LUX,2009-12-31,12,9281.2137484,8728444.6644,0.025475557,-0.006077421,-0.011004661,-0.042785498,-0.011066661,-0.042847498
LUX,2010-01-31,12,9179.0771335,8838041.0753,-0.00661369,0.0343672266,-0.029709662,0.0154155817,-0.029737662,0.0153875817
LUX,2010-02-28,12,8906.3698535,11912218.719,0.0038341549,0.0038366826,-0.012099801,-0.017727492,-0.012109801,-0.017737492
LUX,2010-03-31,12,8798.6045501,11565376,0.0952534716,0.0706280221,0.0854744473,0.0629183946,0.0854064473,0.0628503946
LUX,2010-04-30,12,8053.2967136,21578155.09,-0.020565241,-0.012106405,-0.034575029,-0.024928228,-0.034686029,-0.025039228
LUX,2010-05-31,10,7723.6659058,13536380.292,-0.013480779,0.0006447192,-0.082110606,-0.067426381,-0.082222606,-0.067538381
LUX,2010-06-30,10,7226.375017,14591462.676,0.0254040002,0.0122980193,0.025808655,0.0128339213,0.025681655,0.0127069213
LUX,2010-07-31,11,7357.8301285,10642941.534,0.0246621801,0.0155946962,0.0809560652,0.0708305909,0.0808140652,0.0706885909
LUX,2010-08-31,11,7933.5231032,6929433.4469,0.0152177738,0.0099159506,-0.008115408,-0.012660899,-0.008241408,-0.012786899
LUX,2010-09-30,11,7869.1393255,5097402.8312,0.0376846768,0.0576596051,0.1074339003,0.1283731682,0.1073089003,0.1282481682
LUX,2010-10-31,11,8714.5516555,10109774.062,0.0354889197,0.0720933857,0.051825344,0.0900279421,0.051713344,0.0899159421
LUX,2010-11-30,11,9111.2278439,15415012.838,0.0031991012,0.0501278225,-0.049733505,-0.007134724,-0.049847505,-0.007248724
LUX,2010-12-31,12,8669.1067748,14213282.537,0.0440764986,0.0429740099,0.0676585208,0.0608197079,0.0675185208,0.0606797079
LUX,2011-01-31,10,9128.4233841,10621121.843,-0.047637517,-0.009974238,-0.027951915,0.0108732309,-0.028017915,0.0108072309
LUX,2011-02-28,10,8873.2664732,12885341.114,0.0242895046,-0.001455931,0.0307209368,0.0045551926,0.0305989368,0.0044331926
LUX,2011-03-31,11,9156.8422155,12710946.414,0.0115156529,0.0116831753,0.0380452662,0.0392202305,0.0379782662,0.0391532305
LUX,2011-04-30,13,9744.6437177,9858074.0256,-0.008424668,-0.0024886,0.033072534,0.036757707,0.033019534,0.036704707
LUX,2011-05-31,13,10054.243605,10894008.15,0.0340129883,-0.029458164,0.0032565334,-0.056509302,0.0032435334,-0.056522302
LUX,2011-06-30,12,9973.4822111,7025961.6332,0.0004432947,-0.006098356,0.0097514456,0.0031525916,0.0097164456,0.0031175916
LUX,2011-07-31,12,10004.90243,8401707.8437,-0.010026175,-0.052330227,-0.016905458,-0.057830649,-0.016877458,-0.057802649
LUX,2011-08-31,13,9888.8348679,5267198.1438,-0.022753312,-0.032653203,-0.02212695,-0.031559124,-0.02220995,-0.031642124
LUX,2011-09-30,13,9670.0251136,6537851.8306,-0.046217513,-0.045342895,-0.100970507,-0.088980821,-0.100969507,-0.088979821
LUX,2011-10-31,13,8693.6377781,5489063.8586,0.0270392867,0.0119167091,0.0597846754,0.0387533914,0.0597706754,0.0387393914
LUX,2011-11-30,14,9166.068708,3990803.0468,-0.012957622,-0.036461819,-0.046189346,-0.066467213,-0.046193346,-0.066471213
LUX,2011-12-31,13,8739.8789545,4526013.1707,0.0455362539,0.0105738012,0.0124718677,-0.015925233,0.0124718677,-0.015925233
LUX,2012-01-31,13,8848.8815688,6413822.806,-0.015358875,0.0075287227,-0.007734638,0.0144237899,-0.007732638,0.0144257899
LUX,2012-02-29,13,8768.4381522,7548386.1319,0.0218412369,0.00542293,0.0419616985,0.0227229078,0.0419306985,0.0226919078
LUX,2012-03-31,12,9075.5579682,6005073.1376,0.0418035766,0.0108033577,0.0367661798,0.0057075712,0.0367201798,0.0056615712
LUX,2012-04-30,13,10541.132604,9343176.8234,-0.01459492,-0.041731402,-0.019001521,-0.046329262,-0.019030521,-0.046358262
LUX,2012-05-31,13,10323.059166,5678259.495,-0.013537148,-0.035180805,-0.065954062,-0.081856168,-0.066019062,-0.081921168
LUX,2012-06-30,13,9591.0079927,10239883.556,0.0580203372,-0.014826756,0.0791205824,-0.000122435,0.0790985824,-0.000144435
LUX,2012-07-31,13,10199.889768,10668561.177,0.024895648,0.0349205672,0.000653955,0.0126920326,0.000621955,0.0126600326
LUX,2012-08-31,13,10206.560036,5254260.8193,-0.003624203,-0.002731286,0.014441363,0.0142856477,0.014391363,0.0142356477
LUX,2012-09-30,13,10353.956675,4865085.0541,0.0197652559,0.0265764172,0.0386236352,0.0461563232,0.0385566352,0.0460893232
LUX,2012-10-31,14,10830.253703,9254306.4611,0.0037744407,0.0118652164,0.0101589479,0.0174762125,0.0101219479,0.0174392125
LUX,2012-11-30,14,10863.455828,9634888.1852,0.0157593953,-0.003052844,0.0182373349,-0.001120727,0.0181523349,-0.001205727
LUX,2012-12-31,14,11061.57631,8495996.6051,-0.004446899,0.0178277362,0.007382714,0.0289328192,0.007279714,0.0288298192
LUX,2013-01-31,14,11143.240764,6252715.8237,0.0187686745,0.0164761934,0.0437725881,0.0375948691,0.0437505881,0.0375728691
LUX,2013-02-28,13,11558.415425,6013496.5948,-0.003506948,0.0338369376,-0.034927809,0.0057442431,-0.034981809,0.0056902431
LUX,2013-03-31,13,11154.7053,6429426.6227,0.0294518036,0.0062117884,0.0149239156,-0.008936582,0.0148829156,-0.008977582
LUX,2013-04-30,13,11321.177181,8426853.9129,0.0914647179,0.0120504673,0.1151184414,0.0322644991,0.1150814414,0.0322274991
LUX,2013-05-31,13,12576.283113,9007167.7907,-0.006725811,-0.031357183,-0.021643354,-0.044281398,-0.021655354,-0.044293398
LUX,2013-06-30,14,12265.580883,10446243.569,-0.051997084,-0.030961559,-0.049364476,-0.028517241,-0.049377476,-0.028530241
LUX,2013-07-31,14,8557.6040192,8072039.8606,0.0439351926,-0.014483063,0.0624793295,-0.00064975,0.0624703295,-0.00065875
LUX,2013-08-31,13,9064.2395997,11164313.241,-0.024367053,0.0044156685,-0.029694033,0.0011822902,-0.029703033,0.0011732902
LUX,2013-09-30,12,8793.8449872,7963443.8064,0.0110286104,0.0181486041,0.0332939368,0.0373782259,0.0332859368,0.0373702259
LUX,2013-10-31,13,9155.8992475,11273715.92,0.00095339,0.0121941793,0.004942449,0.0167585971,0.004925449,0.0167415971
LUX,2013-11-30,13,9152.3630654,8932649.4159,-0.018217508,-0.01020409,-0.017353698,-0.012024161,-0.017385698,-0.012056161
LUX,2013-12-31,12,9145.4404741,11116960.254,0.0336413687,0.0478284321,0.0440956685,0.0588088689,0.0440726685,0.0587858689
LUX,2014-01-31,12,9548.7147859,6969127.0887,-0.012991316,-0.004893438,-0.030628907,-0.021542304,-0.030640907,-0.021554304
LUX,2014-02-28,13,9314.133361,10196784.726,0.0481899857,-0.01414889,0.0695688435,0.0031099814,0.0695238435,0.0030649814
LUX,2014-03-31,11,9491.7242362,7132589.0388,0.0295128102,0.048769688,0.0274817569,0.0463241628,0.0274537569,0.0462961628
LUX,2014-04-30,11,9736.9894368,12676307.063,0.0460590467,0.0257788758,0.0514823866,0.0312731711,0.0514673866,0.0312581711
LUX,2014-05-31,11,10214.035213,10162618.282,0.0500338761,0.0140181105,0.036072316,0.0014644345,0.036064316,0.0014564345
LUX,2014-06-30,11,10524.925689,11109992.772,-0.009355583,0.0099865831,-0.006612048,0.011807583,-0.006632048,0.011787583
LUX,2014-07-31,12,10472.406911,12473923.618,0.0033666241,-0.027584653,-0.013602083,-0.040513036,-0.013615083,-0.040526036
LUX,2014-08-31,11,10273.913898,6207418.4382,-0.009783053,-0.022035233,-0.023259871,-0.036520757,-0.023262871,-0.036523757
LUX,2014-09-30,11,10034.943989,5946058.4402,-0.02863077,-0.000154667,-0.062692114,-0.03266081,-0.062696114,-0.03266481
LUX,2014-10-31,11,9369.6164687,6475506.2067,-0.007321247,0.0276665484,-0.012723445,0.022660659,-0.012735445,0.022648659
LUX,2014-11-30,11,8748.6346911,6658320.4126,0.0375475621,0.0101542252,0.0312573978,0.0015780152,0.0312583978,0.0015790152
LUX,2014-12-31,12,9315.2718688,5310118.0853,-0.040555848,-0.031477905,-0.062677144,-0.049926109,-0.062682144,-0.049931109
LUX,2015-01-31,12,8990.3588238,5820973.4796,0.0658576821,0.0289896067,0.0047705354,-0.026750799,0.0047575354,-0.026763799
LUX,2015-02-28,12,9061.5657853,6165795.7298,-0.00552244,-0.004998262,-0.011535355,-0.012575437,-0.011514355,-0.012554437
LUX,2015-03-31,11,8501.595559,6981747.7061,-0.012254024,0.0363459104,-0.046777357,0.002146378,-0.046769357,0.002154378
LUX,2015-04-30,11,8103.9133886,6598021.739,0.0089462722,-0.010023626,0.0423940933,0.0143694192,0.0423650933,0.0143404192
LUX,2015-05-31,12,8932.493922,5731893.2275,-0.002480093,-0.001489199,-0.01851872,-0.010902537,-0.01851372,-0.010897537
LUX,2015-06-30,13,8802.0329192,8059201.2689,-0.0179619,-0.009911747,-0.003469333,0.0028729687,-0.003473333,0.0028689687
LUX,2015-07-31,13,8750.9520165,5656675.6932,0.0218439939,-0.00092008,0.0123718869,-0.010691988,0.0124088869,-0.010654988
LUX,2015-08-31,13,8717.4170091,4642795.876,-0.049878833,-0.046606047,-0.036841379,-0.034428068,-0.036868379,-0.034455068
LUX,2015-09-30,10,7811.7690913,2419573.5806,-0.034304355,0.0409252954,-0.03846642,0.0361200485,-0.03846042,0.0361260485
LUX,2015-10-31,11,7836.178754,2339170.9932,0.0512710231,0.0248568584,0.0376524455,0.0160153747,0.0376794455,0.0160423747
LUX,2015-11-30,13,8178.0656185,7520664.0474,0.0194970905,0.0396701199,-0.013341802,0.0123224054,-0.013361802,0.0123024054
LUX,2015-12-31,13,8056.9743812,9597288.8996,-0.035303706,0.0037775593,-0.011352087,0.0210121256,-0.011455087,0.0209091256
LUX,2016-01-31,11,7608.405553,3090554.7231,-0.033572555,-0.035968908,-0.038389235,-0.038083292,-0.038426235,-0.038120292
LUX,2016-02-29,11,7316.324683,7018186.6056,0.0150452994,0.0102816476,0.0181467106,0.0141018391,0.0179417106,0.0138968391
LUX,2016-03-31,12,7772.5887496,5396726.4548,0.0132840994,0.0479202777,0.0507450964,0.0801070024,0.0505550964,0.0799170024
LUX,2016-04-30,13,8214.043574,5468195.5327,0.0045879444,0.015187416,0.0014018752,0.0143824806,0.0013508752,0.0143314806
LUX,2016-05-31,13,8182.0482805,9581523.5227,0.0701821602,-0.005474199,0.0542974292,-0.019075284,0.0541824292,-0.019190284
LUX,2016-06-30,13,8619.9214053,4405083.021,-0.003851182,0.0252716902,-0.005838485,0.0232262487,-0.006026485,0.0230382487
LUX,2016-07-31,13,8549.9343642,6092500.3621,0.0101936391,-0.00973083,0.0145606053,-0.008915191,0.0143896053,-0.009086191
LUX,2016-08-31,11,8294.5500182,4310609.013,-0.021362186,0.0144517476,-0.024225784,0.0167904965,-0.024390784,0.0166254965
LUX,2016-09-30,10,7452.0470688,3999134.7385,0.0003546073,-0.001390734,0.0084786052,0.0031641558,0.0082596052,0.0029451558
LUX,2016-10-31,11,7804.9658932,3557296.2933,-0.015822671,0.0094723935,-0.036396833,-0.009420136,-0.036564833,-0.009588136
LUX,2016-11-30,12,7565.4278565,3727352.5809,0.0071413698,0.0085778619,-0.022198003,-0.017055896,-0.022334003,-0.017191896
LUX,2016-12-31,12,7374.7678083,4403595.3194,0.0024563228,0.0176285134,-0.003181674,0.0108042159,-0.003420674,0.0105652159
LUX,2017-01-31,11,7027.9219881,6631425.3186,0.0110146636,0.0237707376,0.0323775755,0.0372212044,0.0320195755,0.0368632044
LUX,2017-02-28,10,7228.533678,4649183.7049,0.0301231795,0.0109724049,0.0144505743,0.0018876993,0.0140865743,0.0015236993
LUX,2017-03-31,9,7576.9272976,3880650.019,0.0097465001,0.0073791473,0.0153167026,0.0106869138,0.0149637026,0.0103339138
LUX,2017-04-30,10,7721.335567,4205627.2773,0.0630047192,0.0288642714,0.07902671,0.0407464729,0.07848971,0.0402094729
LUX,2017-05-31,11,8322.956917,3928330.2789,0.0385861097,0.0494098893,0.0650504173,0.0764914744,0.0644364173,0.0758774744
LUX,2017-06-30,11,8864.3687374,4293906.1344,0.0256310635,-0.004823048,0.0436290466,0.0072637861,0.0430120466,0.0066467861
LUX,2017-07-31,12,9274.2201623,3743340.4952,-0.086228007,0.0074403533,-0.061206525,0.0303092245,-0.061928525,0.0295872245
LUX,2017-08-31,10,8299.6177974,4470937.1022,-0.01176244,0.0119526234,-0.003953442,0.0207961474,-0.004780442,0.0199691474
LUX,2017-09-30,9,7434.4209367,7942838.5436,0.0192199521,0.0256874058,0.0139080819,0.0201262671,0.0129640819,0.0191822671
LUX,2017-10-31,10,7863.828652,10275341.077,-0.022269404,0.0073983564,-0.035993064,-0.001591953,-0.036833064,-0.002431953
LUX,2017-11-30,11,8448.4728463,7388303.2044,0.0039385839,0.0261359646,0.0231406949,0.0390226136,0.0223146949,0.0381966136
LUX,2017-12-31,9,7420.4411135,6673489.2702,-0.015253193,-0.04604382,-0.008131971,-0.039564984,-0.009015971,-0.040448984
LUX,2018-01-31,8,7328.6009142,7906242.2299,0.0547731856,0.0439582934,0.0932853052,0.0784020182,0.0921643052,0.0772810182
LUX,2018-02-28,9,8915.7804875,4055501.6037,-0.0814512,-0.042038086,-0.09819657,-0.055759212,-0.09926957,-0.056832212
LUX,2018-03-31,8,7215.0110258,5972207.2751,-0.065722493,-0.025285708,-0.058115987,-0.020008549,-0.058376987,-0.020269549
LUX,2018-04-30,7,6755.1799792,6201125.1229,0.0506310149,-0.005832834,0.0323436203,-0.021474877,0.0309106203,-0.022907877
LUX,2018-05-31,7,6973.6669554,4553066.4828,-0.011647966,-0.013139545,-0.04482591,-0.043186998,-0.04622691,-0.044587998
LUX,2018-06-30,8,7443.6499894,6136920.2552,0.0270805975,0.0229900698,0.0269557652,0.0233242926,0.0255477652,0.0219162926
LUX,2018-07-31,7,6846.8900587,8752329.5306,-0.012030138,0.0021480261,-0.009175621,0.0046554689,-0.010733621,0.0030974689
LUX,2018-08-31,7,6784.0655917,2206076.4896,-0.050391028,-0.052623383,-0.057906009,-0.059261224,-0.059481009,-0.060836224
LUX,2018-09-30,8,6390.777283,2739925.0943,-0.001768814,-0.013909003,-0.000861353,-0.013765115,-0.002351353,-0.015255115
LUX,2018-10-31,10,7497.2929089,1868173.5259,0.0042337673,0.0039788592,-0.017420819,-0.012456668,-0.019310819,-0.014346668
LUX,2018-11-30,10,7366.6839281,4274845.8824,-0.082335884,-0.04201699,-0.083074545,-0.045060686,-0.084869545,-0.046855686
LUX,2018-12-31,9,6007.6880112,2520838.0718,-0.05001902,-0.049829377,-0.039680294,-0.040666652,-0.041610294,-0.042596652
LUX,2019-01-31,8,5395.4094978,3886723.7099,0.0482589326,0.0476138781,0.0487316668,0.0480333581,0.0468116668,0.0461133581
LUX,2019-02-28,9,6462.2639959,2981791.4779,0.0331187058,0.0092573278,0.0279175413,0.0042517296,0.0261085413,0.0024427296
LUX,2019-03-31,9,6642.6745176,2315334.3353,0.0350363066,-0.030146801,0.0217809984,-0.040954789,0.0198459984,-0.042889789
LUX,2019-04-30,9,6787.3586004,3577257.6146,0.0138571704,0.0280326223,0.0122739996,0.026213758,0.0101489996,0.024088758
LUX,2019-05-31,10,7206.7639271,3481577.523,-0.02899089,0.0069650277,-0.033399625,0.003499056,-0.035382625,0.001516056
LUX,2019-06-30,10,6966.0607124,2664492.3723,0.0004804602,0.0088118701,0.0184041829,0.0240146312,0.0165511829,0.0221616312
LUX,2019-07-31,10,7083.8381577,2478412.9117,0.0163100453,0.0087949973,-0.002352382,-0.006260181,-0.004135382,-0.008043181
LUX,2019-08-31,9,6691.1756853,3026949.9359,-0.032362131,-0.035947161,-0.042429698,-0.043987713,-0.044337698,-0.045895713
LUX,2019-09-30,9,6365.1351523,2026912.2965,0.111599915,0.046442602,0.1029517364,0.0394123421,0.1011647364,0.0376253421
LUX,2019-10-31,11,7352.385071,2358589.1496,-0.038607396,0.0353455493,-0.020855399,0.0492065063,-0.022386399,0.0476755063
LUX,2019-11-30,11,7199.0481493,5853031.009,0.0809037469,0.0960023981,0.0702223604,0.0872166576,0.0690253604,0.0860196576
LUX,2019-12-31,11,7697.3858883,5201881.063,0.0026540625,0.049215897,0.0186620349,0.0639240145,0.0172310349,0.0624930145
LUX,2020-01-31,10,7467.1620424,6162822.7757,0.0045515488,0.0262550129,-0.006069957,0.016838887,-0.007233957,0.015674887
LUX,2020-02-29,10,7426.5494716,3379534.1973,-0.024967776,-0.038953697,-0.031914907,-0.047098772,-0.033122907,-0.048306772
LUX,2020-03-31,10,7189.531834,3038813.7131,-0.232323021,-0.222498665,-0.232878988,-0.222881321,-0.234146988,-0.224149321
LUX,2020-04-30,9,5504.9551715,1893623.5277,0.0168716192,0.0063521833,0.0126890564,0.0019722949,0.0126860564,0.0019692949
LUX,2020-05-31,9,5559.6341366,2624493.5209,0.0199334165,-0.02775773,0.0351966497,-0.016603813,0.0351376497,-0.016662813
LUX,2020-06-30,9,5755.3146315,1747238.8072,0.0236031626,0.0516975995,0.0351850405,0.0628007176,0.0350740405,0.0626897176
LUX,2020-07-31,9,5940.0393777,2084290.2846,0.0952068798,0.0407421306,0.1457831445,0.076144036,0.1456871445,0.076048036
LUX,2020-08-31,8,6805.3794133,2392206.5541,-0.015345816,0.034003491,-0.005953837,0.0420403982,-0.006032837,0.0419613982
LUX,2020-09-30,8,6722.8668919,1286105.4599,-0.034927658,-0.046779284,-0.050058456,-0.058460883,-0.050134456,-0.058536883
LUX,2020-10-31,8,6104.0129137,2736388.5904,-0.043062567,-0.022180088,-0.049562501,-0.027250896,-0.049635501,-0.027323896
LUX,2020-11-30,7,5800.839733,2162047.8229,0.1208791793,0.134136004,0.1464463114,0.1549251152,0.1463803114,0.1548591152
LUX,2020-12-31,8,6985.2889848,4454933.2515,0.0008113464,0.0274777537,0.0223577044,0.0456247928,0.0222977044,0.0455647928
LVA,1997-11-30,24,396.80201488,,-0.211487008,-0.144030537,-0.218848273,-0.149690518,-0.222621273,-0.153463518
LVA,1997-12-31,18,289.99038659,,-0.003922012,-0.035623404,-0.005133635,-0.037136995,-0.009762635,-0.041765995
LVA,1998-01-31,20,292.1094674,,-0.058631316,-0.096823659,-0.06126189,-0.098793386,-0.06546589,-0.102997386
LVA,1998-02-28,28,289.63602879,,-0.020907796,0.0030531783,-0.017458565,0.0062196686,-0.020355269,0.0034023401
LVA,1998-03-31,27,284.23921338,,-0.061031148,-0.044945749,-0.06904478,-0.050780178,-0.07352978,-0.055265178
LVA,1998-04-30,26,264.37125411,,-0.110956723,-0.08918103,-0.103528881,-0.08486497,-0.107836881,-0.08917297
LVA,1998-05-31,24,250.53630608,,-0.121256655,-0.120734096,-0.12837519,-0.125663468,-0.132110663,-0.129127094
LVA,1998-06-30,23,214.11615911,,-0.177440885,0.0045545353,-0.184524855,-0.00519239,-0.189857715,-0.064944539
LVA,1998-07-31,22,173.49368692,,-0.006258635,0.0754723552,-0.008793834,0.0742685629,-0.012666834,0.0703955629
LVA,1998-08-31,25,211.73345167,,-0.38077653,-0.197910206,-0.387599286,-0.206627221,-0.391611286,-0.210639221
LVA,1998-09-30,19,112.45098506,,-0.091487688,-0.092549569,-0.063476743,-0.064745887,-0.067351743,-0.068620887
LVA,1998-10-31,20,107.47677573,,-0.223876376,-0.335266971,-0.203771949,-0.318267688,-0.207124949,-0.321620688
LVA,1998-11-30,21,86.775708454,,0.1139012886,0.0555367126,0.0959159056,0.0397125441,0.0928043164,0.038983433
LVA,1998-12-31,24,104.32524388,,0.0112922907,0.0855207943,0.0460825953,0.1187077571,0.0423035953,0.1149287571
LVA,1999-01-31,15,106.22589773,,-0.040110707,-0.056626454,-0.058618401,-0.074384782,-0.062112401,-0.077878782
LVA,1999-02-28,15,99.999105467,,0.0306406706,0.0935362234,0.0143998418,0.0772395748,0.0110278418,0.0738675748
LVA,1999-03-31,16,114.99213449,,-0.020650972,-0.069158204,-0.028753099,-0.076487876,-0.032829099,-0.080563876
LVA,1999-04-30,14,105.64179029,,0.1397608779,0.0125328833,0.1359926589,0.0085522577,0.1322086589,0.0047682577
LVA,1999-05-31,13,119.8351006,,-0.043449824,0.0013731,-0.04946373,-0.004056839,-0.05292673,-0.007519839
LVA,1999-06-30,13,113.28773106,,-0.015905107,-0.082083756,-0.025662591,-0.091098516,-0.029760591,-0.095196516
LVA,1999-07-31,13,111.41696301,,0.0142712215,0.0185316098,0.0297153669,0.0318730973,0.0260573669,0.0282150973
LVA,1999-08-31,13,121.24504898,,0.0099406863,-0.020879415,0.0113006513,-0.018322785,0.0074246513,-0.022198785
LVA,1999-09-30,12,122.13748247,,-0.090706782,-0.131036824,-0.074447782,-0.116601557,-0.078152782,-0.120306557
LVA,1999-10-31,10,88.854630182,,0.0079527298,-0.025682632,0.0051629046,-0.026392224,0.0015819046,-0.029973224
LVA,1999-11-30,11,89.868713497,,0.0470762602,0.0263103181,0.0357685998,0.0146360634,0.0319575998,0.0108250634
LVA,1999-12-31,12,116.11141186,,0.1184282354,0.0430957562,0.1226469048,0.048246238,0.1188829048,0.044482238
LVA,2000-01-31,10,128.66375681,,0.2223463322,0.0950976648,0.2040335822,0.0819986602,0.1996905822,0.0776556602
LVA,2000-02-29,11,159.49459611,,0.014514444,-0.05053775,0.0104350619,-0.05695121,0.0061400619,-0.06124621
LVA,2000-03-31,12,163.5633771,,0.0454145304,0.0029780607,0.0527443445,0.0095369489,0.0483673445,0.0051599489
LVA,2000-04-30,11,165.86049077,,-0.00101831,-0.03424774,-0.012683625,-0.042947932,-0.017278625,-0.047542932
LVA,2000-05-31,11,163.75677851,,-0.033627737,-0.033573306,-0.040549269,-0.045073856,-0.045331269,-0.049855856
LVA,2000-06-30,10,155.73081684,,-0.077206343,-0.080044664,-0.065842162,-0.068529864,-0.069586162,-0.072273864
LVA,2000-07-31,10,145.36987218,,-0.005531169,0.0361054279,-0.017326186,0.0258746383,-0.022098186,0.0211026383
LVA,2000-08-31,10,142.85116677,,0.170320997,0.0696735,0.1600243362,0.0610150546,0.1550223362,0.0560130546
LVA,2000-09-30,13,469.46817441,,0.1265018222,0.0323868224,0.1169430743,0.0214861083,0.1118500743,0.0163931083
LVA,2000-10-31,13,523.20853948,,0.0246562831,-0.020032769,0.003868589,-0.03705523,-0.001348411,-0.04227223
LVA,2000-11-30,13,525.23261827,,0.0336830774,0.0395661242,0.0285351401,0.032281413,0.0235691401,0.027315413
LVA,2000-12-31,13,419.69705103,,-0.038391333,-0.031918732,-0.018707334,-0.013521908,-0.023616334,-0.018430908
LVA,2001-01-31,12,411.64224884,,0.0186844694,-0.059261047,0.0176391756,-0.060048558,0.0123961756,-0.065291558
LVA,2001-02-28,12,418.90327875,,-0.009831384,-0.029859142,-0.01017887,-0.030579417,-0.01383187,-0.034232417
LVA,2001-03-31,11,418.91831515,,-0.03693213,-0.049232214,-0.055021001,-0.065308892,-0.059341001,-0.069628892
LVA,2001-04-30,11,395.86900993,,-0.003289712,0.0122456308,-0.000633693,0.014477361,-0.004497693,0.010613361
LVA,2001-05-31,13,398.77542356,,0.0300884491,0.0824487289,0.0240164891,0.0741896078,0.0208334891,0.0710066078
LVA,2001-06-30,13,406.97686911,,0.0423575785,-0.035171784,0.0378700417,-0.038150138,0.0350920417,-0.040928138
LVA,2001-07-31,13,413.65612604,,0.4005755707,0.0066290756,0.4128332642,0.0143481578,0.4098342642,0.0113491578
LVA,2001-08-31,13,587.76917719,,0.0511831175,-0.029339357,0.0681827033,-0.014887205,0.0651867033,-0.017883205
LVA,2001-09-30,13,628.94565231,,-0.246130223,-0.063036227,-0.243036295,-0.056318691,-0.245766295,-0.059048691
LVA,2001-10-31,11,460.33649084,,0.089490415,0.0276985678,0.0843782347,0.0192622656,0.0822242347,0.0171082656
LVA,2001-11-30,11,498.82460184,,0.0682283764,0.0748211518,0.0596276731,0.0675924626,0.0578786731,0.0658434626
LVA,2001-12-31,10,525.09447208,,0.0887268882,-0.066438431,0.0814591261,-0.070121005,0.0799751261,-0.071605005
LVA,2002-01-31,10,567.86820891,,-0.058272712,0.0581472262,-0.076623432,0.0380938386,-0.078013432,0.0367038386
LVA,2002-02-28,11,526.75589969,,-0.032211313,0.0480400841,-0.030088865,0.050775999,-0.031373865,0.049490999
LVA,2002-03-31,11,510.90641248,,-0.034902862,0.0811694816,-0.027290987,0.0885797722,-0.028631987,0.0872387722
LVA,2002-04-30,11,496.96327234,,0.0568770674,0.1423618882,0.0725630598,0.1575013628,0.0710170598,0.1559553628
LVA,2002-05-31,16,535.07861851,1707495.8725,-0.053791421,0.1917097318,-0.043716139,0.2065836632,-0.045158139,0.2051416632
LVA,2002-06-30,14,511.18819038,961379.03151,-0.014159213,-0.04562107,0.0134121545,-0.021222661,0.0121001545,-0.022534661
LVA,2002-07-31,16,520.0509657,421423.3014,-0.012980495,0.0299401456,-0.011674127,0.0371341901,-0.013181127,0.0356271901
LVA,2002-08-31,16,503.21038781,305389.57325,-0.019762428,0.3389047991,-0.018279455,0.3396195159,-0.02017117,0.1359337153
LVA,2002-09-30,15,494.87292234,22223290.941,-0.005458425,-0.007878838,-0.006829776,-0.011632225,-0.008243776,-0.013046225
LVA,2002-10-31,14,490.74442676,182919.86107,0.0110172207,0.0168274873,0.0085475152,0.0148461191,0.0072135152,0.0135121191
